0,012685
0,012685
0,012685
0,012685
0,014520
0,011401
0,011401
0,011401
0,011401
0,013301
0,009987
0,013269
0,013269
0,013269
0,013269
0,013269
0,013269
0,013269
0,013269
0,013269
0,017092
0,010321
0,010321
0,015287
0,015287
0,014204
0,014204
0,012931
0,014873
0,013923
0,013923
0,012683
0,011402
0,012979
0,012979
0,012190
0,012190
0,010740
0,010740
0,005552
0,005552
0,005552
0,005552
0,007388
0,004268
0,004268
0,004268
0,004268
0,011432
0,011428
0,004268
0,004268
0,004268
0,004268
0,004268
0,004268
0,004268
0,004268
0,004268
0,005523
0,010312
0,010312
0,005523
0,005523
0,005523
0,005523
0,005523
0,007465
0,006515
0,006515
0,011391
0,011391
0,006515
0,006515
0,005726
0,005726
0,005032
0,005032
0,005707
0,005707
0,005707
0,005707
0,007543
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,004423
0,006365
0,005415
0,005415
0,005415
0,005415
0,004471
0,004471
0,004471
0,004471
0,003777
0,003777
0,006980
0,006980
0,006980
0,006980
0,008816
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,005696
0,004423
0,006365
0,005415
0,005415
0,005415
0,005415
0,004471
0,004471
0,004471
0,004471
0,003777
0,003777
0,008063
0,008063
0,008063
0,008063
0,009898
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,005696
0,005696
0,004423
0,006365
0,005415
0,005415
0,005415
0,005415
0,004471
0,004471
0,004471
0,004471
0,003777
0,003777
0,008063
0,008063
0,008063
0,008063
0,009898
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,005696
0,005696
0,004423
0,006365
0,005415
0,005415
0,005415
0,005415
0,004471
0,004471
0,004471
0,004471
0,003777
0,003777
0,008063
0,008063
0,008063
0,008063
0,009898
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,006779
0,005696
0,005696
0,004423
0,006365
0,005415
